usage_id	host_ip	proxy	domain	"time"
423		65.115.64.62		2007-12-04 21:17:12.928371
424		65.115.64.62		2007-12-04 21:18:12.687724
425		65.115.64.62		2007-12-04 21:19:10.35494
426		65.115.64.62		2007-12-04 21:20:15.892995
427		65.115.64.62		2007-12-04 21:21:21.298545
428		65.115.64.62		2007-12-04 21:22:25.512944
429	10.148.128.4	194.176.105.44	10.148.128.4	2007-12-05 08:14:57.889578
430	10.148.128.4	194.176.105.43	10.148.128.4	2007-12-05 08:20:01.946053
431	10.148.128.4	194.176.105.43	10.148.128.4	2007-12-05 08:23:30.108222
432	10.148.128.4	194.176.105.44	10.148.128.4	2007-12-05 08:30:50.063973
433	10.148.128.4	194.176.105.43	10.148.128.4	2007-12-05 09:41:03.836558
434	10.148.128.4	194.176.105.44	10.148.128.4	2007-12-05 09:53:51.921436
435	10.148.128.4	194.176.105.43	10.148.128.4	2007-12-05 10:00:05.075848
436	10.148.128.4	194.176.105.43	10.148.128.4	2007-12-05 11:19:44.779413
437	10.148.128.4	194.176.105.43	10.148.128.4	2007-12-05 11:22:11.155264
438	10.148.128.4	194.176.105.43	10.148.128.4	2007-12-05 11:31:14.2892
439		65.115.64.62		2007-12-05 15:35:49.740665
440		65.115.64.62		2007-12-05 15:37:02.143628
441		65.115.64.62		2007-12-05 15:38:03.330149
442		65.115.64.62		2007-12-05 15:40:18.817849
443		65.115.64.62		2007-12-05 15:41:08.814557
444		65.115.64.62		2007-12-05 15:42:07.814454
445		65.115.64.62		2007-12-05 15:42:53.294562
446		65.115.64.62		2007-12-05 15:43:55.768285
447		65.115.64.62		2007-12-05 15:45:28.193365
448		65.115.64.62		2007-12-05 15:46:17.184717
449		65.115.64.62		2007-12-05 15:47:18.456033
450		65.115.64.62		2007-12-05 15:48:12.532432
451		65.115.64.62		2007-12-05 15:49:08.987857
452		65.115.64.62		2007-12-05 15:49:51.198866
453		65.115.64.62		2007-12-05 15:50:47.2655
454		65.115.64.62		2007-12-05 15:51:35.727361
455		65.115.64.62		2007-12-05 15:52:24.690798
456		65.55.209.97		2007-12-05 19:06:12.821955
457		222.183.34.82		2007-12-06 07:43:29.035914
458		65.55.209.97		2007-12-06 12:47:32.314076
459	10.148.80.8	194.176.105.44	10.148.80.8	2007-12-06 15:12:03.655683
460	10.148.80.8	194.176.105.44	10.148.80.8	2007-12-06 15:13:28.495909
461	10.148.80.8	194.176.105.44	10.148.80.8	2007-12-06 15:14:17.093352
462	158.119.30.114	158.119.60.180	nethpades028.hpa.org.uk	2007-12-07 10:07:54.30761
463	158.119.30.114	158.119.60.180	nethpades028.hpa.org.uk	2007-12-07 10:09:20.030748
464	158.119.30.114	158.119.60.180	nethpades028.hpa.org.uk	2007-12-07 10:13:12.103989
465		65.55.209.102		2007-12-07 22:31:33.604479
466	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-10 10:12:30.501689
467	10.148.128.4	194.176.105.43	10.148.128.4	2007-12-10 10:35:53.561353
468	10.148.128.4	194.176.105.43	10.148.128.4	2007-12-10 10:37:20.036169
469	10.148.128.4	194.176.105.43	10.148.128.4	2007-12-10 10:37:53.0314
470	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-10 11:58:13.192863
471	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-10 12:08:30.85354
472	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-10 12:23:18.292965
473	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-10 12:42:53.750517
474	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-10 13:13:21.440287
475		138.253.38.131		2007-12-10 13:58:26.73752
476	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-11 07:18:55.914583
477	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-11 09:19:20.059512
478	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-11 09:34:07.097921
479	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-11 09:46:13.94907
480	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-11 09:55:34.433324
481	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-11 12:35:56.056879
482	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-11 12:41:30.421887
483	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-11 12:51:52.395304
484	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-11 13:07:18.414298
485	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-11 13:14:21.744042
486	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-11 14:24:10.890574
487	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-11 14:32:15.258104
488	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-11 14:39:07.387856
489	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-11 14:44:23.684232
490	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-11 14:52:56.978874
491	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-12 07:38:55.931936
492	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-12 07:52:07.049469
493	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-12 07:58:50.014068
494	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-12 08:05:18.161774
495	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-12 08:10:35.8913
496	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-12 08:15:12.846078
497	158.119.30.114	158.119.60.180	nethpades028.hpa.org.uk	2007-12-12 08:42:54.775356
498	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-14 12:15:31.186167
499	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-14 12:22:15.151221
500	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-14 12:26:57.091366
501	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-14 12:39:49.11132
502	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-14 12:46:06.192058
503	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-14 12:54:32.979809
504	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-14 12:58:51.253201
505	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-14 13:03:07.908394
506	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-14 14:13:31.404
507	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-14 14:18:09.809833
508	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-14 14:23:27.972874
509	10.21.102.49	193.164.0.53	10.21.102.49	2007-12-16 10:16:03.4785
510	10.21.102.49	193.164.0.53	10.21.102.49	2007-12-16 10:17:29.323681
511		138.253.38.131		2007-12-17 12:06:09.364471
512	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-17 12:15:01.035628
513	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-17 12:22:37.048185
514	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-17 12:29:39.106852
515		138.253.38.131		2007-12-17 12:31:40.615777
516	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-17 12:35:11.52096
517	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-17 12:41:36.945192
518	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-17 12:46:01.777458
519	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-17 12:52:38.040333
520	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-17 12:58:00.895608
521	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-17 13:02:59.429887
522	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-17 13:07:17.307752
523	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-17 13:12:10.622749
524	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-17 13:16:39.624604
525	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-17 14:22:12.780238
526	158.119.30.83	158.119.60.180	nethpades029.hpa.org.uk	2007-12-17 14:29:00.927907
527		128.40.247.11		2007-12-18 14:10:39.190442
528		128.40.247.11		2007-12-18 14:29:34.482954
529		128.40.247.11		2007-12-18 14:31:48.494602
530		128.40.247.11		2007-12-18 14:33:55.255975
538		128.40.247.11		2007-12-18 14:46:07.70595
542		128.40.247.11		2007-12-18 15:22:10.465559
546		128.40.247.11		2007-12-18 15:24:45.823588
531		128.40.247.11		2007-12-18 14:35:37.692087
532		128.40.247.11		2007-12-18 14:37:06.383151
533		128.40.247.11		2007-12-18 14:39:26.96235
534		128.40.247.11		2007-12-18 14:40:30.318935
535		128.40.247.11		2007-12-18 14:42:29.666333
536		128.40.247.11		2007-12-18 14:44:07.490845
537		128.40.247.11		2007-12-18 14:45:11.245912
539		128.40.247.11		2007-12-18 14:48:23.401673
540		128.40.247.11		2007-12-18 15:05:47.813285
541		128.40.247.11		2007-12-18 15:20:59.911307
544		128.40.247.11		2007-12-18 15:23:22.975402
543		128.40.247.11		2007-12-18 15:22:43.872436
545		128.40.247.11		2007-12-18 15:24:04.456767
547		128.40.247.11		2007-12-18 15:26:12.72637
548	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-11 11:01:26.893472
549	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-11 13:37:27.190627
550	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-11 13:43:14.34685
551	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-11 13:43:40.771619
552	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-11 13:45:11.407569
553	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-11 13:47:38.171306
554	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-11 13:48:10.534684
555	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-11 13:48:46.762725
556	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-11 13:49:09.683873
557	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-11 13:53:33.665605
558	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-11 13:54:29.252603
559	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-11 13:55:32.481813
560	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-11 14:00:30.8248
561	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-11 14:14:03.402443
562	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-11 14:15:37.940276
563	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-11 14:49:43.078141
564	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-11 14:50:22.082225
565	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-11 14:52:38.061381
566	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-11 14:54:04.551323
567	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-11 14:55:48.455934
568	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-11 14:56:24.194134
569	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-11 14:57:31.550136
570	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-11 16:47:11.23078
571	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-11 16:49:03.495989
572	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-11 17:20:11.929998
573	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-11 17:23:27.992178
574	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-12 10:21:08.962237
575	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-12 10:30:33.54829
576	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-12 10:34:14.092572
577	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-12 10:35:26.102901
578	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-12 10:52:47.873842
579	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-12 11:03:04.929908
580	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-12 11:06:51.468518
581		158.119.147.10		2008-03-12 11:33:17.485457
582	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-12 11:35:27.751967
583	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-12 11:39:31.645764
584	158.119.175.90	158.119.147.40	echerneski.hpa.org.uk	2008-03-12 11:41:37.957667
585	158.119.175.90	158.119.147.40	echerneski.hpa.org.uk	2008-03-12 11:41:55.349598
586	158.119.175.90	158.119.147.40	echerneski.hpa.org.uk	2008-03-12 11:42:12.555633
587	158.119.175.90	158.119.147.40	echerneski.hpa.org.uk	2008-03-12 11:42:24.447333
588	158.119.175.90	158.119.147.40	echerneski.hpa.org.uk	2008-03-12 11:44:21.510396
589	158.119.175.90	158.119.147.40	echerneski.hpa.org.uk	2008-03-12 11:44:41.508587
590	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-12 11:44:45.60162
591	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-12 11:44:56.674288
592	158.119.175.90	158.119.147.40	echerneski.hpa.org.uk	2008-03-12 11:46:44.669037
593	158.119.175.90	158.119.147.40	echerneski.hpa.org.uk	2008-03-12 11:46:58.462399
594	158.119.175.90	158.119.147.40	echerneski.hpa.org.uk	2008-03-12 11:47:24.787971
595	158.119.175.90	158.119.147.40	echerneski.hpa.org.uk	2008-03-12 11:47:39.333155
596	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-12 11:48:28.369242
597		158.119.175.61		2008-03-20 11:12:04.773006
598		158.119.175.61		2008-03-20 11:12:19.019481
599	158.119.175.90	158.119.147.40	echerneski.hpa.org.uk	2008-03-20 11:46:40.865599
600	158.119.175.90	158.119.147.40	echerneski.hpa.org.uk	2008-03-20 11:46:59.464037
601	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-20 15:50:10.77813
602	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-20 16:19:33.340414
603		158.119.175.61		2008-03-20 16:46:29.904661
604	158.119.175.61	158.119.147.10	cdsc0750.hpa.org.uk	2008-03-20 16:55:25.859269
605	158.119.175.11	158.119.147.10	colhpades1013.hpa.org.uk	2008-05-12 11:05:29.040275
606	158.119.175.12	158.119.147.10	colhpades1013.hpa.org.uk	2008-05-22 10:26:18.454644
607	158.119.175.11	158.119.147.10	colhpades1013.hpa.org.uk	2008-05-27 09:54:46.332232
608	158.119.178.11	158.119.147.10	cphl180404.hpa.org.uk	2008-06-19 13:04:33.368897
609	158.119.175.182	158.119.147.10	158.119.175.182	2008-06-19 15:02:29.116932
610	158.119.175.182	158.119.147.10	158.119.175.182	2008-06-19 15:03:04.439854
611	158.119.175.182	158.119.147.10	158.119.175.182	2008-06-19 15:04:53.04723
612	158.119.175.182	158.119.147.10	158.119.175.182	2008-06-19 15:06:59.903543
613	158.119.175.182	158.119.147.10	158.119.175.182	2008-06-19 15:07:36.898126
614	158.119.175.182	158.119.147.10	158.119.175.182	2008-06-19 15:08:43.055286
615	158.119.175.182	158.119.147.10	158.119.175.182	2008-06-19 15:09:44.483396
616	158.119.175.182	158.119.147.10	158.119.175.182	2008-06-19 15:35:25.399237
617	158.119.175.182	158.119.147.10	158.119.175.182	2008-06-19 15:38:58.718952
618	158.119.175.182	158.119.147.10	158.119.175.182	2008-06-19 15:41:15.151015
619	158.119.175.182	158.119.147.10	158.119.175.182	2008-06-19 15:43:50.314977
620	158.119.175.182	158.119.147.10	158.119.175.182	2008-06-19 15:44:22.476582
621	158.119.175.182	158.119.147.10	158.119.175.182	2008-06-19 15:45:16.116511
622	158.119.175.182	158.119.147.10	158.119.175.182	2008-06-19 15:45:41.288234
623	158.119.175.182	158.119.147.10	158.119.175.182	2008-06-19 15:47:59.58525
624	158.119.175.182	158.119.147.10	158.119.175.182	2008-06-19 15:53:26.643556
625	158.119.175.182	158.119.147.10	158.119.175.182	2008-06-19 15:53:47.377452
626		158.119.147.10		2008-06-19 16:22:59.89626
627	158.119.175.182	158.119.147.10	158.119.175.182	2008-06-19 16:42:45.391563
628		158.119.147.10		2008-06-23 09:01:33.845563
629		158.119.147.10		2008-06-23 10:36:31.688938
630		158.119.147.10		2008-06-23 10:37:18.473435
631		158.119.147.10		2008-06-23 10:38:08.562406
632		158.119.147.10		2008-06-23 10:39:13.033773
633		158.119.147.10		2008-06-23 10:40:25.405873
634		158.119.147.10		2008-06-23 11:15:33.16427
635		158.119.147.10		2008-06-23 13:20:32.429544
636		158.119.147.10		2008-06-23 13:25:36.287196
637		158.119.147.10		2008-06-23 13:30:48.595432
638		158.119.147.10		2008-06-23 13:33:58.789402
639		158.119.147.10		2008-06-23 13:35:43.04265
640		158.119.147.10		2008-06-25 10:21:45.671917
641		158.119.147.10		2008-06-26 09:23:37.965866
642		158.119.147.10		2008-06-29 08:22:49.284762
643		158.119.147.10		2008-07-01 20:02:08.933566
644		158.119.147.10		2008-07-05 09:10:05.079492
645	158.119.178.11	158.119.147.10	cphl180404.hpa.org.uk	2008-07-07 16:06:29.431621
646		158.119.147.10		2008-07-08 01:31:11.342293
647		158.119.147.10		2008-07-10 15:30:50.242521
648		158.119.147.10		2008-07-10 15:31:58.134565
649		158.119.147.10		2008-07-10 15:36:50.955058
650		158.119.147.10		2008-07-10 15:40:05.707141
651		158.119.147.10		2008-07-11 00:29:13.347634
652		158.119.147.10		2008-08-01 15:03:38.307297
653		158.119.147.10		2008-08-01 15:12:21.619635
654		158.119.147.10		2008-08-01 15:15:44.230446
655		158.119.147.10		2008-08-01 15:19:27.293558
656		158.119.147.10		2008-08-03 05:40:48.899527
657		158.119.147.10		2008-08-06 15:34:03.882007
658		158.119.147.10		2008-08-06 15:35:10.60062
659		158.119.147.10		2008-08-06 15:35:46.346966
660		158.119.147.10		2008-08-08 08:01:27.258756
661		158.119.147.10		2008-08-08 08:02:22.82661
662		158.119.147.10		2008-08-08 08:06:43.963703
663		158.119.147.10		2008-08-08 08:14:25.684784
664		158.119.147.10		2008-08-08 08:14:57.452376
665		158.119.147.10		2008-08-08 08:15:28.870805
666		158.119.147.10		2008-08-08 08:16:02.002112
667		158.119.147.10		2008-08-08 08:16:50.501767
668		158.119.147.10		2008-08-08 08:17:37.951646
669		158.119.147.10		2008-08-09 21:27:13.497525
670		158.119.147.10		2008-09-15 10:27:58.67354
671		158.119.147.10		2008-09-15 10:57:50.080154
672	158.119.175.182	158.119.147.10	158.119.175.182	2008-09-15 16:35:39.313413
673	158.119.175.182	158.119.147.10	158.119.175.182	2008-09-15 16:40:36.612461
674	158.119.175.182	158.119.147.10	158.119.175.182	2008-09-15 16:41:20.702885
675	158.119.175.182	158.119.147.10	158.119.175.182	2008-09-15 18:57:45.615447
676	158.119.175.182	158.119.147.10	158.119.175.182	2008-09-15 19:19:54.110549
677		158.119.147.10		2008-09-15 19:22:01.222482
678		158.119.147.10		2008-09-16 04:45:57.279946
679		158.119.147.10		2008-09-16 13:39:32.027272
680		158.119.147.10		2008-09-16 14:30:47.916748
681		158.119.147.10		2008-09-16 14:44:36.297296
682	192.168.6.61	158.119.147.10	192.168.6.61	2008-09-23 07:29:03.486605
683	192.168.6.61	158.119.147.10	192.168.6.61	2008-09-23 07:30:44.919213
684	192.168.6.61	158.119.147.10	192.168.6.61	2008-09-23 07:32:14.905246
685	192.168.6.61	158.119.147.10	192.168.6.61	2008-09-23 07:34:45.514722
686	192.168.6.61	158.119.147.10	192.168.6.61	2008-09-23 07:35:32.129189
687	192.168.6.61	158.119.147.10	192.168.6.61	2008-09-23 07:39:01.131131
688	192.168.6.61	158.119.147.10	192.168.6.61	2008-09-23 07:39:45.934619
689	192.168.6.61	158.119.147.10	192.168.6.61	2008-09-23 07:40:23.912767
690	192.168.6.61	158.119.147.10	192.168.6.61	2008-09-23 07:41:17.848039
691	192.168.6.61	158.119.147.10	192.168.6.61	2008-09-23 07:41:55.928502
692	192.168.6.61	158.119.147.10	192.168.6.61	2008-09-23 07:44:27.625205
693	192.168.6.61	158.119.147.10	192.168.6.61	2008-09-23 07:45:11.494986
694	192.168.6.61	158.119.147.10	192.168.6.61	2008-09-23 07:45:50.256428
695	192.168.6.61	158.119.147.10	192.168.6.61	2008-09-23 07:46:26.966052
696	192.168.6.61	158.119.147.10	192.168.6.61	2008-09-23 07:48:10.760417
697	192.168.6.61	158.119.147.10	192.168.6.61	2008-09-23 07:49:01.349344
698	192.168.6.61	158.119.147.10	192.168.6.61	2008-09-23 07:49:29.206539
699	158.119.178.60	158.119.147.10	158.119.178.60	2008-10-03 14:45:42.134038
700		158.119.147.10		2008-10-07 13:20:08.973047
701	10.148.128.4	194.176.105.45	158.119.147.10		2008-10-22 16:34:15.114321
702	10.148.128.4	194.176.105.45	158.119.147.10		2008-10-22 16:36:21.633113
703	10.148.128.4	194.176.105.45	158.119.147.10		2008-10-22 16:37:37.663135
704	10.148.128.4	194.176.105.45	158.119.147.10		2008-10-22 16:39:26.372858
705	10.148.128.4	194.176.105.45	158.119.147.10		2008-10-22 16:41:01.663121
706	10.148.128.4	194.176.105.45	158.119.147.10		2008-10-22 16:42:20.836977
707	10.148.128.4	194.176.105.45	158.119.147.10		2008-10-22 16:46:01.570274
708	10.148.128.4	194.176.105.45	158.119.147.10		2008-10-22 16:46:40.924394
709	10.148.128.4	194.176.105.45	158.119.147.10		2008-10-22 16:47:49.593007
710	10.148.128.4	194.176.105.45	158.119.147.10		2008-10-22 16:51:29.457923
711	65.55.105.47	158.119.147.10	msnbot-65-55-105-47.search.msn.com	2008-10-29 20:36:54.765604
712	65.55.109.60	158.119.147.10	65.55.109.60	2008-10-29 20:41:07.156781
713	128.40.247.79	158.119.147.10	pgv19.virol.ucl.ac.uk	2008-11-05 10:52:10.517939
714	128.40.247.79	158.119.147.10	pgv19.virol.ucl.ac.uk	2008-11-05 10:52:56.675547
715	10.21.102.150	193.164.0.63	158.119.147.10		2008-11-07 10:29:52.754368
716	10.21.102.150	193.164.0.63	158.119.147.10		2008-11-07 10:31:26.30937
717	10.21.102.150	193.164.0.63	158.119.147.10		2008-11-07 10:33:06.186073
718	10.21.102.150	193.164.0.63	158.119.147.10		2008-11-07 10:34:04.427297
719	10.21.102.150	193.164.0.63	158.119.147.10		2008-11-07 10:34:46.480564
720	65.55.105.47	158.119.147.10	msnbot-65-55-105-47.search.msn.com	2008-11-09 05:02:42.038225
721	222.183.81.113	158.119.147.10	222.183.81.113	2008-11-09 15:51:44.419898
